Category,Brand,Model,Origin,Key_Specs,Socket_Slot,Power_Watts
CPU,Intel,Core i5-3470,Mỹ,4 Cores 4 Threads | Chip Giá Vài Trăm Ngàn Đồng Đọc Báo Chơi LoL,LGA1155,77
CPU,Intel,Core i7-2600K,Mỹ,4 Cores 8 Threads | Huyền Thoại Ép Xung Sandy Bridge Đời Đầu,LGA1155,95
CPU,Intel,Core i5-2400,Mỹ,4 Cores 4 Threads | Con Chip Chống Cháy Giá Rẻ Nhất Máy Hoài Cổ,LGA1155,95
CPU,Intel,Xeon E5-2680 v3,Mỹ,12 Cores 24 Threads | Chuyên Cắm Máy Treo Game Võ Lâm Treo Web,LGA2011-3,120
CPU,Intel,Xeon E5-2678 v3,Mỹ,12 Cores 24 Threads | Dòng Xeon Chạy Được Cả RAM DDR3 Và DDR4,LGA2011-3,120
CPU,AMD,Ryzen 7 9700X,Mỹ,8 Cores 16 Threads | Kiến Trúc Zen 5 Mới Siêu Tiết Kiệm Điện,AM5,65
CPU,AMD,Ryzen 5 9600X,Mỹ,6 Cores 12 Threads | Dòng Chip Sân Chơi Phổ Thông Mới Toanh,AM5,65
CPU,AMD,Ryzen 9 7900,Mỹ,12 Cores 24 Threads | Phiên Bản Mát Mẻ Không Cần Tản Nước Khủng,AM5,65
CPU,AMD,Ryzen 5 7500F,Mỹ,6 Cores 12 Threads | Lược Bỏ Card Tích Hợp Để Giá Rẻ Nhất AM5,AM5,65
CPU,AMD,Ryzen 7 5700X3D,Mỹ,8 Cores 16 Threads | Cứu Cánh Cho Game Thủ Hệ Máy AM4 Đời Cũ,AM4,105
CPU,AMD,Ryzen 5 5600G,Mỹ,6 Cores 12 Threads | Tích Hợp Vega 7 Đồ Họa Không Cần Card Rời,AM4,65
CPU,AMD,Ryzen 5 3600,Mỹ,6 Cores 12 Threads | Con Chip Quốc Dân Thời Kỳ Zen 2 Cho Máy Cỏ,AM4,65
CPU,AMD,FX-8320,Mỹ,8 Cores 8 Threads | Chip 8 Nhân Thực Đời Cũ Ngốn Điện Tỏa Nhiệt Cao,AM3+,125
RAM,Corsair,Dominator Titanium RGB 32GB,Mỹ,2x16GB | DDR5 | 7200MHz | Phiên Bản Đen Nhám Cao Cấp,DDR5 Slot,6
RAM,Corsair,Vengeance LPX 64GB,Mỹ,2x32GB | DDR4 | 3200MHz | Dung Lượng Khủng Cho Máy Đồ Họa Cũ,DDR4 Slot,5
RAM,Corsair,Vengeance RGB DDR4 16GB,Mỹ,2x8GB | DDR4 | 3200MHz | Kit RAM LED Đẹp Giá Phổ Thông,DDR4 Slot,4
RAM,G.Skill,Trident Z5 Royal Gold 32GB,Đài Loan,2x16GB | DDR5 | 8000MHz | Viền Tản Nhôm Mạ Vàng Luxury,DDR5 Slot,6
RAM,G.Skill,Trident Z5 Neo RGB 32GB,Đài Loan,2x16GB | DDR5 | 6000MHz | Tối Ưu Cho Cấu Hình AMD EXPO,DDR5 Slot,5
RAM,G.Skill,Ripjaws S5 32GB,Đài Loan,2x16GB | DDR5 | 5600MHz | Tản Nhôm Nhỏ Gọn Không Vướng Tản Khí,DDR5 Slot,4
RAM,G.Skill,Trident Z Neo 32GB,Đài Loan,2x16GB | DDR4 | 3600MHz | Thiết Kế 2 Tông Màu Cho Máy AMD Cũ,DDR4 Slot,4
RAM,G.Skill,Ripjaws V 8GB,Đài Loan,1x8GB | DDR4 | 3200MHz | Thanh Cỏ Tản Thép Đỏ Răng Cưa Phổ Biến,DDR4 Slot,3
RAM,Kingston,FURY Renegade RGB DDR5 64GB,Mỹ,2x32GB | DDR5 | 6000MHz | Băng Thông Siêu Rộng Đa Nhiệm,DDR5 Slot,6
RAM,Kingston,FURY Beast White RGB 16GB,Mỹ,2x8GB | DDR4 | 3200MHz | Kit RAM Tông Màu Trắng Led Đẹp,DDR4 Slot,4
RAM,Kingston,ValueRAM DDR4 8GB,Mỹ,1x8GB | DDR4 | 3200MHz | RAM Trần Không Giáp Cho Máy Văn Phòng,DDR4 Slot,3
RAM,Kingston,KVR DDR3 8GB,Mỹ,1x8GB | DDR3 | 1600MHz | Huyền Thoại Lắp Ráp Nâng Cấp Máy Cỏ,DDR3 Slot,3
RAM,TeamGroup,T-Force Delta RGB DDR4 16GB,Đài Loan,2x8GB | DDR4 | 3200MHz | Dải Đèn LED Góc Rộng Cực Sáng,DDR4 Slot,4
RAM,TeamGroup,T-Create Classic 16GB,Đài Loan,2x8GB | DDR4 | 3200MHz | Tản Nhôm Bạc Tối Giản Cho Creator,DDR4 Slot,4
RAM,ADATA,XPG SPECTRIX D41 RGB 16GB,Đài Loan,2x8GB | DDR4 | 3200MHz | Bản Tản Đỏ Thiết Kế Thể Thao Cũ,DDR4 Slot,4
RAM,Crucial,Pro DDR5 Black 48GB,Mỹ,2x24GB | DDR5 | 5600MHz | Dung Lượng Mới Lạ Không Trùng Lặp,DDR5 Slot,5
RAM,Crucial,CT16G4DFD824A 16GB,Mỹ,1x16GB | DDR4 | 2400MHz | RAM Trần Dung Lượng Cao Lắp Máy Server Cỏ,DDR4 Slot,3
RAM,Patriot,Viper Steel RGB 32GB,Mỹ,2x16GB | DDR4 | 3600MHz | Thiết Kế Hầm Hố Ép Xung Cực Tốt,DDR4 Slot,4
RAM,Lexar,Thor OC DDR4 16GB,Mỹ,2x8GB | DDR4 | 3200MHz | Tản Thép Xám Chuẩn P/P Cho Máy Gaming Cỏ,DDR4 Slot,4
RAM,Kingmax,Zeus RGB DDR4 32GB,Đài Loan,2x16GB | DDR4 | 3200MHz | Bản Có Đèn Giá Tiết Kiệm Linh Kiện Bền,DDR4 Slot,4
RAM,Hiksemi,Armor DDR4 8GB,Trung Quốc,1x8GB | DDR4 | 3200MHz | RAM Cỏ Giá Rẻ Phổ Biến Ở Cửa Hàng Việt,DDR4 Slot,3
RAM,Netac,Shadow II DDR4 16GB,Trung Quốc,2x8GB | DDR4 | 3200MHz | Tản Thép Ngựa Chiến Không LED Giá Rẻ,DDR4 Slot,3
RAM,Juhor,Slayer RGB DDR4 32GB,Trung Quốc,2x16GB | DDR4 | 3600MHz | In Hình Waifu Anime Độc Lạ Nội Địa,DDR4 Slot,4
RAM,Asgard,Freyr T3 DDR5 32GB,Trung Quốc,2x16GB | DDR5 | 5200MHz | Tản Nhôm Bạc Thiết Kế Khối Bắc Âu,DDR5 Slot,5
RAM,Klevv,Cras X RGB DDR5 32GB,Hàn Quốc,2x16GB | DDR5 | 6000MHz | Khối Đèn LED Như Thạch Thủy Tinh Đẹp,DDR5 Slot,5
Storage,Samsung,990 PRO HeatSink 1TB,Hàn Quốc,NVMe PCIe Gen 4.0 | Bản Có Sẵn Tản Nhôm Gắn Cho PS5/PC Khủng,M.2 NVMe Slot,7
Storage,Samsung,980 PRO 2TB,Hàn Quốc,NVMe PCIe Gen 4.0 | Dung Lượng Lớn Dòng Cao Cấp Thế Hệ Trước,M.2 NVMe Slot,8
Storage,Samsung,970 EVO Plus 500GB,Hàn Quốc,NVMe PCIe Gen 3.0 | Ổ Cài Hệ Điều Hành Hoạt Động Siêu Bền,M.2 NVMe Slot,6
Storage,Samsung,870 EVO SATA 250GB,Hàn Quốc,SSD 2.5 inch | Dung Lượng Nhỏ Độ Bền Cao Cho Máy Văn Phòng,SATA 3 Port,4
Storage,SK Hynix,Platinum P41 1TB,Hàn Quốc,NVMe PCIe Gen 4.0 | Tốc Độ 7500MB/s Linh Kiện Chuẩn Hàn Quốc,M.2 NVMe Slot,8
Storage,Crucial,T700 PCIe Gen 5 1TB,Mỹ,NVMe PCIe Gen 5.0 | Siêu Tốc Độ Đọc Ghi Vượt Ngưỡng 11700MB/s,M.2 NVMe Slot,11
Storage,Crucial,P3 Plus NVMe 2TB,Mỹ,NVMe PCIe Gen 4.0 | Không Gian Lưu Game Dung Lượng Lớn Giá Rẻ,M.2 NVMe Slot,6
Storage,Crucial,BX500 SATA 1TB,Mỹ,SSD 2.5 inch Vỏ Nhựa | Dùng Thay Thế Ổ Cơ Cho Các Dàn PC Cũ Mềm,SATA 3 Port,4
Storage,Western Digital,WD_BLACK SN850X 1TB,Mỹ,NVMe PCIe Gen 4.0 | Tốc Độ Tối Ưu Cho Game Thủ Tryhard,M.2 NVMe Slot,8
Storage,Western Digital,WD Blue SN580 500GB,Mỹ,NVMe PCIe Gen 4.0 | Ổ NVMe Quốc Dân Cho Cấu Hình Tầm Trung,M.2 NVMe Slot,4
Storage,Western Digital,WD Green SN350 2TB,Mỹ,NVMe PCIe Gen 3.0 | Giải Pháp Lưu Trữ Cỏ Dung Lượng Cao,M.2 NVMe Slot,5
Storage,Western Digital,WD Caviar Blue 500GB HDD,Mỹ,Ổ Cứng Cơ 3.5 inch | Ổ Cỏ Giá Rẻ Lắp Máy Học Sinh,SATA 3 Port,5
Storage,Western Digital,WD Purple 6TB HDD,Mỹ,Ổ Cơ 3.5 inch | Chuyên Dụng Thiết Bị Ghi Hình Chạy Đêm Ngày,SATA 3 Port,7
Storage,Western Digital,WD Ultrastar 14TB HDD,Mỹ,Ổ Cơ Doanh Nghiệp Khổng Lồ Chạy Hệ Thống Lưu Trữ,SATA 3 Port,10
Storage,SanDisk,Ultra 3D 500GB,Mỹ,SSD 2.5 inch SATA 3 | Bản Tầm Trung Chip Nhớ Bền Bỉ Đọc Ghi Mượt,SATA 3 Port,4
Storage,SanDisk,SSD Plus 240GB,Mỹ,SSD Cỏ Vỏ Nhựa Chống Cháy Giá Vài Trăm Ngàn Đồng,SATA 3 Port,3
Storage,Kingston,KC3000 NVMe 2TB,Mỹ,NVMe PCIe Gen 4.0 | Bản Dung Lượng Cao Đọc Ghi Đồ Họa Nặng,M.2 NVMe Slot,8
Storage,Kingston,NV2 PCIe Gen4 2TB,Mỹ,NVMe PCIe Gen 4.0 | Vua Dung Lượng Giá Rẻ Cho Game Thủ Cỏ,M.2 NVMe Slot,6
Storage,Kingston,A400 SATA 240GB,Mỹ,SSD 2.5 inch | Ổ Cứng Cứu Cánh Cho Toàn Bộ Máy Tính Đời Cũ,SATA 3 Port,3
Storage,Lexar,NM790 NVMe 2TB,Mỹ,NVMe PCIe Gen 4.0 | Bản Đọc Ghi Tốc Cao Không Cần Giáp Tản Cực Mát,M.2 NVMe Slot,7
Storage,Lexar,NM620 PCIe 256GB,Mỹ,NVMe PCIe Gen 3.0 | Bản Giá Rẻ Nhất Chỉ Để Cài Win Cho Máy Gaming,M.2 NVMe Slot,4
Storage,Lexar,NS100 SATA 480GB,Mỹ,SSD 2.5 inch | Ổ Cứng Thay Thế Phổ Biến Cho Máy Tính Văn Phòng,SATA 3 Port,3
Storage,Seagate,Barracuda 4TB HDD,Mỹ,Ổ Cứng Cơ 3.5 inch | Không Gian Lưu Trữ Phim Ảnh Dữ Liệu Lớn,SATA 3 Port,7
Storage,Seagate,Barracuda Pro 6TB HDD,Mỹ,Ổ Cơ 7200RPM Bộ Nhớ Đệm Lớn Phục Vụ Xử Lý Đồ Họa Cũ,SATA 3 Port,8
Storage,Seagate,IronWolf Pro 18TB HDD,Mỹ,Ổ Cứng Cơ Siêu Quái Vật Khổng Lồ Cho Hệ Thống Trạm Đám Mây,SATA 3 Port,11
Storage,Kioxia,Exceria G2 NVMe 500GB,Nhật Bản,NVMe PCIe Gen 3.0 | Bản Ngon Bổ Rẻ Có Sẵn DRAM Cài Win Mượt,M.2 NVMe Slot,4
Storage,ADATA,SU650 SATA 480GB,Đài Loan,SSD 2.5 inch SATA 3 | Bản Giá Rẻ Vỏ Nhựa Phổ Biến Cửa Hàng,SATA 3 Port,4
Storage,TeamGroup,MP33 NVMe 512GB,Đài Loan,NVMe PCIe Gen 3.0 | Ổ NVMe Giá Rẻ Ổn Định Phân Khúc Thấp,M.2 NVMe Slot,4
Storage,Silicon Power,Slim S55 240GB,Đài Loan,SSD 2.5 inch | Ổ Cỏ Nâng Cấp Tốc Độ Cho Cấu Hình Cũ,SATA 3 Port,3
Storage,Hiksemi,Wave Pro SATA 256GB,Trung Quốc,SSD 2.5 inch | Ổ Cỏ Nội Địa Siêu Tiết Kiệm Ngân Sách,SATA 3 Port,3
Storage,Netac,N535S SATA 240GB,Trung Quốc,SSD 2.5 inch SATA | Ổ Cứng Giá Rẻ Phổ Thừa Máy Văn Phòng,SATA 3 Port,3
Storage,Fanxiang,S101 SATA 512GB,Trung Quốc,SSD 2.5 inch | Họa Tiết Đỏ Đen Giá Sập Sàn Thương Mại,SATA 3 Port,4
Storage,Kingspec,NVMe PCIe 512GB,Trung Quốc,NVMe PCIe Gen 3.0 | Ổ M.2 Tốc Độ Vừa Phải Cho PC Gaming Rẻ,M.2 NVMe Slot,4
Storage,Somnambulist,SATA III 120GB,Trung Quốc,SSD Cỏ Siêu Rẻ Chỉ Hơn Một Trăm Ngàn Đồng Trên Shopee,SATA 3 Port,3
Storage,XrayDisk,NVMe M.2 512GB,Trung Quốc,NVMe PCIe Gen 3.0 | Ổ Cứng Giá Phá Đáy Cho Cấu Hình Học Sinh,M.2 NVMe Slot,4
Storage,Walram,SATA III 240GB,Trung Quốc,SSD Cỏ Vỏ Nhựa Trắng Thường Thấy Ở PC Thanh Lý Giá Rẻ,SATA 3 Port,3
Storage,Kingmax,SMV32 SATA 240GB,Đài Loan,SSD 2.5 inch | Hoạt Động Bền Bỉ Không Lỗi Vặt Cho Máy Bộ,SATA 3 Port,3
Storage,Toshiba,P300 1TB HDD,Nhật Bản,Ổ Cứng Cơ 3.5 inch | Đọc Ghi Êm Ái Độ Bền Chuẩn Nhật Bản,SATA 3 Port,6
Cooling,Deepcool,Mystique 240,Trung Quốc,Tản Nhiệt Nước AIO 240mm | Màn Hình LCD Vuông Thay Ảnh GIF,CPU Fan Header,14
Cooling,Thermalright,Frozen Infinity 360,Đài Loan,Tản Nước AIO Mặt Gương Vô Cực Led ARGB Đồng Bộ Đẹp,CPU Fan Header,12
Cooling,NZXT,Kraken Elite 360 RGB White,Mỹ,Trùm Cuối Tản Nước AIO Màn Hình LCD Siêu Nét Màu Trắng,CPU Fan Header,18
Cooling,Cooler Master,MasterLiquid 360 Atmos,Đài Loan,Tản Nước Thế Hệ Mới Thiết Kế Buồng Bơm Tối Ưu,CPU Fan Header,15
Cooling,Arctic,Liquid Freezer III 280,Đức,Tản Nước AIO Két 280mm Quạt 14cm Siêu Êm Giải Nhiệt Khủng,CPU Fan Header,12
Cooling,Noctua,NH-U12A chromax.black,Áo,Tản Khí Đỉnh Cao Thiết Kế 7 Ống Đồng Quạt Thần Thánh Êm Ái,CPU Fan Header,5
Cooling,be quiet!,Dark Rock 5,Đức,Tản Khí Tháp Đơn Cao Cấp Lắp Cho Các Dàn Máy Blackout Yên Tĩnh,CPU Fan Header,4
Cooling,Valkyrie,E360 ARGB White,Trung Quốc,Tản Nước AIO Có Màn Hình LCD Tròn Giá Mềm Phong Cách Anime,CPU Fan Header,15
Cooling,Jonsbo,CR-1000 PRO ARGB,Trung Quốc,Bản Nâng Cấp Tấm Che Mặt Trên Có Đèn LED Hấp Dẫn Hơn,CPU Fan Header,3
Cooling,ID-Cooling,SE-207-XT Slim,Trung Quốc,Tản Tháp Đôi Không LED Chiều Cao Thấp Không Cấn Vỏ Máy,CPU Fan Header,5
Cooling,Antec,Vortex 360 ARGB,Mỹ,Tản Nước AIO Mặt Pump Thiết Kế Lốc Xoáy Đèn LED Chạy Đẹp Mắt,CPU Fan Header,13
Cooling,PCCooler,Paladin EX400 ARGB,Trung Quốc,Tản Khí Phân Khúc Rẻ Ống Đồng Trực Tiếp Led Đổi Màu,CPU Fan Header,3
