category_original,category,brand,brand_slug,model,name,product_slug,chip_vendor_slug,origin_name_vi,origin_code,key_specs,socket_slot,power_watts,source_name,source_url,data_confidence,msrp_vnd,base_local_price_vnd,base_used_price_vnd,supplier_cost_vnd,base_performance_score,base_power_watts,base_heat_score,base_reliability_score,used_demand_score,mining_popularity_score,depreciation_rate,real_specs_json,game_balance_json,image_url,notes
Case,CASE,NZXT,nzxt,H9 Flow White,NZXT H9 Flow White,nzxt-h9-flow-white,,Mỹ,US,Vỏ Máy Bể Cá Hai Mặt Kính Màu Trắng Tuyết,ATX Case Form,0,Manual curated sheet,,MANUAL,,,,,72,0,20,80,82,0,10,"{""raw_key_specs"":""Vỏ Máy Bể Cá Hai Mặt Kính Màu Trắng Tuyết"",""socket_slot"":""ATX Case Form"",""power_watts"":0,""form_factor_support"":""ATX Case Form""}","{""base_performance_score"":72,""base_power_watts"":0,""base_heat_score"":20,""base_reliability_score"":80,""used_demand_score"":82,""mining_popularity_score"":0,""depreciation_rate"":10}",,
Case,CASE,Montech,montech,Air 903 Max,Montech Air 903 Max,montech-air-903-max,,Đài Loan,TW,Vỏ Case Lưới Thoáng Khí | Tặng Kèm 4 Quạt ARGB,ATX Case Form,0,Manual curated sheet,,MANUAL,,,,,72,0,20,80,60,0,10,"{""raw_key_specs"":""Vỏ Case Lưới Thoáng Khí | Tặng Kèm 4 Quạt ARGB"",""socket_slot"":""ATX Case Form"",""power_watts"":0,""form_factor_support"":""ATX Case Form""}","{""base_performance_score"":72,""base_power_watts"":0,""base_heat_score"":20,""base_reliability_score"":80,""used_demand_score"":60,""mining_popularity_score"":0,""depreciation_rate"":10}",,
Case,CASE,Fractal Design,fractal-design,North Charcoal,Fractal Design North Charcoal,fractal-design-north-charcoal,,Thụy Điển,SE,Vỏ Máy Mặt Trước Ốp Gỗ Sồi | Phong Cách Bắc Âu,ATX Case Form,0,Manual curated sheet,,MANUAL,,,,,55,0,20,80,82,0,10,"{""raw_key_specs"":""Vỏ Máy Mặt Trước Ốp Gỗ Sồi | Phong Cách Bắc Âu"",""socket_slot"":""ATX Case Form"",""power_watts"":0,""form_factor_support"":""ATX Case Form""}","{""base_performance_score"":55,""base_power_watts"":0,""base_heat_score"":20,""base_reliability_score"":80,""used_demand_score"":82,""mining_popularity_score"":0,""depreciation_rate"":10}",,
Case,CASE,Hyte,hyte,Y70 Touch,Hyte Y70 Touch,hyte-y70-touch,,Mỹ,US,Vỏ Bể Cá Góc Vát Tích Hợp Màn Hình Cảm Ứng Lớn,ATX Case Form,0,Manual curated sheet,,MANUAL,,,,,55,0,20,80,82,0,10,"{""raw_key_specs"":""Vỏ Bể Cá Góc Vát Tích Hợp Màn Hình Cảm Ứng Lớn"",""socket_slot"":""ATX Case Form"",""power_watts"":0,""form_factor_support"":""ATX Case Form""}","{""base_performance_score"":55,""base_power_watts"":0,""base_heat_score"":20,""base_reliability_score"":80,""used_demand_score"":82,""mining_popularity_score"":0,""depreciation_rate"":10}",,
Case,CASE,Xigmatek,xigmatek,NYX 3F,Xigmatek NYX 3F,xigmatek-nyx-3f,,Đài Loan,TW,Vỏ Case M-ATX Nhỏ Gọn | Giá Rẻ Tặng 3 Quạt LED,Micro-ATX Form,0,Manual curated sheet,,MANUAL,,,,,55,0,20,60,60,0,10,"{""raw_key_specs"":""Vỏ Case M-ATX Nhỏ Gọn | Giá Rẻ Tặng 3 Quạt LED"",""socket_slot"":""Micro-ATX Form"",""power_watts"":0,""form_factor_support"":""Micro-ATX Form""}","{""base_performance_score"":55,""base_power_watts"":0,""base_heat_score"":20,""base_reliability_score"":60,""used_demand_score"":60,""mining_popularity_score"":0,""depreciation_rate"":10}",,
Case,CASE,VSP,vsp,G9 Premium,VSP G9 Premium,vsp-g9-premium,,Việt Nam,VN,Vỏ Máy Giá Rẻ Phổ Thông,ATX Case Form,0,Manual curated sheet,,MANUAL,,,,,55,0,20,60,60,0,10,"{""raw_key_specs"":""Vỏ Máy Giá Rẻ Phổ Thông"",""socket_slot"":""ATX Case Form"",""power_watts"":0,""form_factor_support"":""ATX Case Form""}","{""base_performance_score"":55,""base_power_watts"":0,""base_heat_score"":20,""base_reliability_score"":60,""used_demand_score"":60,""mining_popularity_score"":0,""depreciation_rate"":10}",,
Water_Cooling,WATER_COOLING,EKWB,ekwb,EK-Quantum Vector2 RTX 4090,EKWB EK-Quantum Vector2 RTX 4090,ekwb-ek-quantum-vector2-rtx-4090,,Slovenia,SI,Block Nước Custom Cho Card Đồ Họa Cao Cấp,Custom Loop,0,Manual curated sheet,,MANUAL,,,,,85,0,25,88,50,0,12,"{""raw_key_specs"":""Block Nước Custom Cho Card Đồ Họa Cao Cấp"",""socket_slot"":""Custom Loop"",""power_watts"":0,""watercooling_part_type"":""WATER_BLOCK"",""water_cooling_system"":""Custom Loop""}","{""base_performance_score"":85,""base_power_watts"":0,""base_heat_score"":25,""base_reliability_score"":88,""used_demand_score"":50,""mining_popularity_score"":0,""depreciation_rate"":12}",,
Water_Cooling,WATER_COOLING,Barrow,barrow,CPU Water Block Intel,Barrow CPU Water Block Intel,barrow-cpu-water-block-intel,,Trung Quốc,CN,Block Nước Custom Cho CPU Intel Giá Tốt,Custom Loop,0,Manual curated sheet,,MANUAL,,,,,60,0,25,60,50,0,12,"{""raw_key_specs"":""Block Nước Custom Cho CPU Intel Giá Tốt"",""socket_slot"":""Custom Loop"",""power_watts"":0,""watercooling_part_type"":""WATER_BLOCK"",""water_cooling_system"":""Custom Loop""}","{""base_performance_score"":60,""base_power_watts"":0,""base_heat_score"":25,""base_reliability_score"":60,""used_demand_score"":50,""mining_popularity_score"":0,""depreciation_rate"":12}",,
Water_Cooling,WATER_COOLING,Bykski,bykski,DDC Pump Combo 200mm,Bykski DDC Pump Combo 200mm,bykski-ddc-pump-combo-200mm,,Trung Quốc,CN,Bơm Kiêm Bình Chứa Nước Tản Custom Giá Rẻ,Custom Loop,15,Manual curated sheet,,MANUAL,,,,,75,15,25,60,50,0,12,"{""raw_key_specs"":""Bơm Kiêm Bình Chứa Nước Tản Custom Giá Rẻ"",""socket_slot"":""Custom Loop"",""power_watts"":15,""watercooling_part_type"":""PUMP"",""water_cooling_system"":""Custom Loop""}","{""base_performance_score"":75,""base_power_watts"":15,""base_heat_score"":25,""base_reliability_score"":60,""used_demand_score"":50,""mining_popularity_score"":0,""depreciation_rate"":12}",,
CPU,CPU,Intel,intel,Xeon E5-2678 v3,Intel Xeon E5-2678 v3,intel-xeon-e5-2678-v3,intel,Mỹ,US,12 Cores 24 Threads | 2.5GHz | Chuyên Cày Giả Lập,LGA2011-3,120,Manual curated sheet,,MANUAL,,,,,78,120,80,76,65,0,14,"{""raw_key_specs"":""12 Cores 24 Threads | 2.5GHz | Chuyên Cày Giả Lập"",""socket_slot"":""LGA2011-3"",""power_watts"":120,""cores"":12,""threads"":24,""socket"":""LGA2011-3""}","{""base_performance_score"":78,""base_power_watts"":120,""base_heat_score"":80,""base_reliability_score"":76,""used_demand_score"":65,""mining_popularity_score"":0,""depreciation_rate"":14}",,
CPU,CPU,Intel,intel,Xeon E5-2680 v4,Intel Xeon E5-2680 v4,intel-xeon-e5-2680-v4,intel,Mỹ,US,14 Cores 28 Threads | 2.4GHz | Chuyên Chạy Server,LGA2011-3,120,Manual curated sheet,,MANUAL,,,,,86,120,80,76,65,0,14,"{""raw_key_specs"":""14 Cores 28 Threads | 2.4GHz | Chuyên Chạy Server"",""socket_slot"":""LGA2011-3"",""power_watts"":120,""cores"":14,""threads"":28,""socket"":""LGA2011-3""}","{""base_performance_score"":86,""base_power_watts"":120,""base_heat_score"":80,""base_reliability_score"":76,""used_demand_score"":65,""mining_popularity_score"":0,""depreciation_rate"":14}",,
CPU,CPU,Intel,intel,Core i3-12100F,Intel Core i3-12100F,intel-core-i3-12100f,intel,Mỹ,US,4 Cores 8 Threads | Up to 4.3GHz | Gaming Giá Rẻ,LGA1700,58,Manual curated sheet,,MANUAL,,,,,59,58,49,88,55,0,8,"{""raw_key_specs"":""4 Cores 8 Threads | Up to 4.3GHz | Gaming Giá Rẻ"",""socket_slot"":""LGA1700"",""power_watts"":58,""cores"":4,""threads"":8,""boost_clock_ghz"":4.3,""socket"":""LGA1700""}","{""base_performance_score"":59,""base_power_watts"":58,""base_heat_score"":49,""base_reliability_score"":88,""used_demand_score"":55,""mining_popularity_score"":0,""depreciation_rate"":8}",,
CPU,CPU,Intel,intel,Core i7-14700K,Intel Core i7-14700K,intel-core-i7-14700k,intel,Mỹ,US,20 Cores 28 Threads | Up to 5.6GHz,LGA1700,125,Manual curated sheet,,MANUAL,,,,,98,125,82,88,55,0,8,"{""raw_key_specs"":""20 Cores 28 Threads | Up to 5.6GHz"",""socket_slot"":""LGA1700"",""power_watts"":125,""cores"":20,""threads"":28,""boost_clock_ghz"":5.6,""socket"":""LGA1700""}","{""base_performance_score"":98,""base_power_watts"":125,""base_heat_score"":82,""base_reliability_score"":88,""used_demand_score"":55,""mining_popularity_score"":0,""depreciation_rate"":8}",,
CPU,CPU,AMD,amd,Ryzen 5 7600,AMD Ryzen 5 7600,amd-ryzen-5-7600,amd,Mỹ,US,6 Cores 12 Threads | Up to 5.1GHz | Kèm Tản Wraith Stealth,AM5,65,Manual curated sheet,,MANUAL,,,,,75,65,52,88,55,0,8,"{""raw_key_specs"":""6 Cores 12 Threads | Up to 5.1GHz | Kèm Tản Wraith Stealth"",""socket_slot"":""AM5"",""power_watts"":65,""cores"":6,""threads"":12,""boost_clock_ghz"":5.1,""socket"":""AM5""}","{""base_performance_score"":75,""base_power_watts"":65,""base_heat_score"":52,""base_reliability_score"":88,""used_demand_score"":55,""mining_popularity_score"":0,""depreciation_rate"":8}",,
CPU,CPU,AMD,amd,Ryzen 9 7950X3D,AMD Ryzen 9 7950X3D,amd-ryzen-9-7950x3d,amd,Mỹ,US,16 Cores 32 Threads | 128MB V-Cache Siêu Cấp,AM5,120,Manual curated sheet,,MANUAL,,,,,100,120,80,88,70,0,8,"{""raw_key_specs"":""16 Cores 32 Threads | 128MB V-Cache Siêu Cấp"",""socket_slot"":""AM5"",""power_watts"":120,""cores"":16,""threads"":32,""socket"":""AM5""}","{""base_performance_score"":100,""base_power_watts"":120,""base_heat_score"":80,""base_reliability_score"":88,""used_demand_score"":70,""mining_popularity_score"":0,""depreciation_rate"":8}",,
CPU,CPU,AMD,amd,Ryzen 3 4100,AMD Ryzen 3 4100,amd-ryzen-3-4100,amd,Mỹ,US,4 Cores 8 Threads | Up to 4.0GHz | Chip Chống Cháy,AM4,65,Manual curated sheet,,MANUAL,,,,,56,65,52,88,55,0,8,"{""raw_key_specs"":""4 Cores 8 Threads | Up to 4.0GHz | Chip Chống Cháy"",""socket_slot"":""AM4"",""power_watts"":65,""cores"":4,""threads"":8,""boost_clock_ghz"":4.0,""socket"":""AM4""}","{""base_performance_score"":56,""base_power_watts"":65,""base_heat_score"":52,""base_reliability_score"":88,""used_demand_score"":55,""mining_popularity_score"":0,""depreciation_rate"":8}",,
GPU,GPU,NVIDIA,nvidia,GeForce RTX 4070 SUPER Founders Edition,NVIDIA GeForce RTX 4070 SUPER Founders Edition,nvidia-geforce-rtx-4070-super-founders-edition,nvidia,Mỹ,US,12GB GDDR6X | 192-bit,PCIe 4.0 x16,220,Manual curated sheet,,MANUAL,,,,,78,220,60,88,80,40,8,"{""raw_key_specs"":""12GB GDDR6X | 192-bit"",""socket_slot"":""PCIe 4.0 x16"",""power_watts"":220,""vram_gb"":12,""memory_type"":""GDDR6X"",""memory_bus_bit"":192,""slot_interface"":""PCIe 4.0 x16""}","{""base_performance_score"":78,""base_power_watts"":220,""base_heat_score"":60,""base_reliability_score"":88,""used_demand_score"":80,""mining_popularity_score"":40,""depreciation_rate"":8}",,
GPU,GPU,AMD,amd,Radeon RX 7600 XT,AMD Radeon RX 7600 XT,amd-radeon-rx-7600-xt,amd,Mỹ,US,16GB GDDR6 | 128-bit | Chiến Game 1080p,PCIe 4.0 x8,190,Manual curated sheet,,MANUAL,,,,,93,190,42,88,55,0,8,"{""raw_key_specs"":""16GB GDDR6 | 128-bit | Chiến Game 1080p"",""socket_slot"":""PCIe 4.0 x8"",""power_watts"":190,""vram_gb"":16,""memory_type"":""GDDR6"",""memory_bus_bit"":128,""slot_interface"":""PCIe 4.0 x8""}","{""base_performance_score"":93,""base_power_watts"":190,""base_heat_score"":42,""base_reliability_score"":88,""used_demand_score"":55,""mining_popularity_score"":0,""depreciation_rate"":8}",,
GPU,GPU,ASUS,asus,Dual RTX 4060 Ti EVO,ASUS Dual RTX 4060 Ti EVO,asus-dual-rtx-4060-ti-evo,nvidia,Đài Loan,TW,8GB GDDR6 | Bản 2 Quạt Nhỏ Gọn Cho Case Mini,PCIe 4.0 x8,160,Manual curated sheet,,MANUAL,,,,,65,160,45,88,75,35,8,"{""raw_key_specs"":""8GB GDDR6 | Bản 2 Quạt Nhỏ Gọn Cho Case Mini"",""socket_slot"":""PCIe 4.0 x8"",""power_watts"":160,""vram_gb"":8,""memory_type"":""GDDR6"",""slot_interface"":""PCIe 4.0 x8""}","{""base_performance_score"":65,""base_power_watts"":160,""base_heat_score"":45,""base_reliability_score"":88,""used_demand_score"":75,""mining_popularity_score"":35,""depreciation_rate"":8}",,
GPU,GPU,ASUS,asus,ROG Strix RX 7600 XT OC,ASUS ROG Strix RX 7600 XT OC,asus-rog-strix-rx-7600-xt-oc,amd,Đài Loan,TW,16GB GDDR6 | Bản Gaming Cao Cấp Đèn RGB,PCIe 4.0 x8,210,Manual curated sheet,,MANUAL,,,,,93,210,45,88,55,0,8,"{""raw_key_specs"":""16GB GDDR6 | Bản Gaming Cao Cấp Đèn RGB"",""socket_slot"":""PCIe 4.0 x8"",""power_watts"":210,""vram_gb"":16,""memory_type"":""GDDR6"",""slot_interface"":""PCIe 4.0 x8""}","{""base_performance_score"":93,""base_power_watts"":210,""base_heat_score"":45,""base_reliability_score"":88,""used_demand_score"":55,""mining_popularity_score"":0,""depreciation_rate"":8}",,
GPU,GPU,MSI,msi,RTX 4070 Ti SUPER Gaming X Slim,MSI RTX 4070 Ti SUPER Gaming X Slim,msi-rtx-4070-ti-super-gaming-x-slim,nvidia,Đài Loan,TW,16GB GDDR6X | Thiết Kế Mỏng Nhẹ,PCIe 4.0 x16,285,Manual curated sheet,,MANUAL,,,,,86,285,68,88,82,45,8,"{""raw_key_specs"":""16GB GDDR6X | Thiết Kế Mỏng Nhẹ"",""socket_slot"":""PCIe 4.0 x16"",""power_watts"":285,""vram_gb"":16,""memory_type"":""GDDR6X"",""slot_interface"":""PCIe 4.0 x16""}","{""base_performance_score"":86,""base_power_watts"":285,""base_heat_score"":68,""base_reliability_score"":88,""used_demand_score"":82,""mining_popularity_score"":45,""depreciation_rate"":8}",,
GPU,GPU,MSI,msi,GTX 1650 D6 Ventus XS,MSI GTX 1650 D6 Ventus XS,msi-gtx-1650-d6-ventus-xs,nvidia,Đài Loan,TW,4GB GDDR6 | Card Đồ Họa Quốc Dân Không Nguồn Phụ,PCIe 3.0 x16,75,Manual curated sheet,,MANUAL,,,,,32,75,25,88,65,5,8,"{""raw_key_specs"":""4GB GDDR6 | Card Đồ Họa Quốc Dân Không Nguồn Phụ"",""socket_slot"":""PCIe 3.0 x16"",""power_watts"":75,""vram_gb"":4,""memory_type"":""GDDR6"",""slot_interface"":""PCIe 3.0 x16""}","{""base_performance_score"":32,""base_power_watts"":75,""base_heat_score"":25,""base_reliability_score"":88,""used_demand_score"":65,""mining_popularity_score"":5,""depreciation_rate"":8}",,
GPU,GPU,GIGABYTE,gigabyte,GeForce RTX 4060 EAGLE OC,GIGABYTE GeForce RTX 4060 EAGLE OC,gigabyte-geforce-rtx-4060-eagle-oc,nvidia,Đài Loan,TW,8GB GDDR6 | Thiết Kế 3 Quạt Giá Tốt,PCIe 4.0 x8,115,Manual curated sheet,,MANUAL,,,,,58,115,35,88,78,25,8,"{""raw_key_specs"":""8GB GDDR6 | Thiết Kế 3 Quạt Giá Tốt"",""socket_slot"":""PCIe 4.0 x8"",""power_watts"":115,""vram_gb"":8,""memory_type"":""GDDR6"",""slot_interface"":""PCIe 4.0 x8""}","{""base_performance_score"":58,""base_power_watts"":115,""base_heat_score"":35,""base_reliability_score"":88,""used_demand_score"":78,""mining_popularity_score"":25,""depreciation_rate"":8}",,
GPU,GPU,GIGABYTE,gigabyte,Radeon RX 7900 GRE Gaming OC,GIGABYTE Radeon RX 7900 GRE Gaming OC,gigabyte-radeon-rx-7900-gre-gaming-oc,amd,Đài Loan,TW,16GB GDDR6 | Hiệu Năng Trên Giá Cực Tốt,PCIe 4.0 x16,260,Manual curated sheet,,MANUAL,,,,,85,260,75,88,78,50,8,"{""raw_key_specs"":""16GB GDDR6 | Hiệu Năng Trên Giá Cực Tốt"",""socket_slot"":""PCIe 4.0 x16"",""power_watts"":260,""vram_gb"":16,""memory_type"":""GDDR6"",""slot_interface"":""PCIe 4.0 x16""}","{""base_performance_score"":85,""base_power_watts"":260,""base_heat_score"":75,""base_reliability_score"":88,""used_demand_score"":78,""mining_popularity_score"":50,""depreciation_rate"":8}",,
GPU,GPU,ASRock,asrock,Radeon RX 7800 XT Steel Legend OC,ASRock Radeon RX 7800 XT Steel Legend OC,asrock-radeon-rx-7800-xt-steel-legend-oc,amd,Đài Loan,TW,16GB GDDR6 | Tông Màu Trắng Tuyết,PCIe 4.0 x16,263,Manual curated sheet,,MANUAL,,,,,80,263,72,88,80,45,8,"{""raw_key_specs"":""16GB GDDR6 | Tông Màu Trắng Tuyết"",""socket_slot"":""PCIe 4.0 x16"",""power_watts"":263,""vram_gb"":16,""memory_type"":""GDDR6"",""slot_interface"":""PCIe 4.0 x16""}","{""base_performance_score"":80,""base_power_watts"":263,""base_heat_score"":72,""base_reliability_score"":88,""used_demand_score"":80,""mining_popularity_score"":45,""depreciation_rate"":8}",,
GPU,GPU,ASRock,asrock,Arc A580 Challenger D,ASRock Arc A580 Challenger D,asrock-arc-a580-challenger-d,intel,Đài Loan,TW,8GB GDDR6 | Card Đồ Họa Intel Giá Rẻ,PCIe 4.0 x16,185,Manual curated sheet,,MANUAL,,,,,56,185,60,88,55,20,8,"{""raw_key_specs"":""8GB GDDR6 | Card Đồ Họa Intel Giá Rẻ"",""socket_slot"":""PCIe 4.0 x16"",""power_watts"":185,""vram_gb"":8,""memory_type"":""GDDR6"",""slot_interface"":""PCIe 4.0 x16""}","{""base_performance_score"":56,""base_power_watts"":185,""base_heat_score"":60,""base_reliability_score"":88,""used_demand_score"":55,""mining_popularity_score"":20,""depreciation_rate"":8}",,
GPU,GPU,Colorful,colorful,GeForce RTX 4060 NB EX V2,Colorful GeForce RTX 4060 NB EX V2,colorful-geforce-rtx-4060-nb-ex-v2,nvidia,Trung Quốc,CN,8GB GDDR6 | Bản Chiến Binh Đen Đỏ Giá Rẻ,PCIe 4.0 x8,115,Manual curated sheet,,MANUAL,,,,,58,115,35,78,78,25,8,"{""raw_key_specs"":""8GB GDDR6 | Bản Chiến Binh Đen Đỏ Giá Rẻ"",""socket_slot"":""PCIe 4.0 x8"",""power_watts"":115,""vram_gb"":8,""memory_type"":""GDDR6"",""slot_interface"":""PCIe 4.0 x8""}","{""base_performance_score"":58,""base_power_watts"":115,""base_heat_score"":35,""base_reliability_score"":78,""used_demand_score"":78,""mining_popularity_score"":25,""depreciation_rate"":8}",,
GPU,GPU,Zotac,zotac,RTX 4070 Super Twin Edge,Zotac RTX 4070 Super Twin Edge,zotac-rtx-4070-super-twin-edge,nvidia,Hong Kong,HK,12GB GDDR6X | Thiết Kế Bo Tròn Độc Đáo,PCIe 4.0 x16,220,Manual curated sheet,,MANUAL,,,,,78,220,60,78,80,40,8,"{""raw_key_specs"":""12GB GDDR6X | Thiết Kế Bo Tròn Độc Đáo"",""socket_slot"":""PCIe 4.0 x16"",""power_watts"":220,""vram_gb"":12,""memory_type"":""GDDR6X"",""slot_interface"":""PCIe 4.0 x16""}","{""base_performance_score"":78,""base_power_watts"":220,""base_heat_score"":60,""base_reliability_score"":78,""used_demand_score"":80,""mining_popularity_score"":40,""depreciation_rate"":8}",,
GPU,GPU,Sapphire,sapphire,Radeon RX 7900 XTX NITRO+,Sapphire Radeon RX 7900 XTX NITRO+,sapphire-radeon-rx-7900-xtx-nitro-plus,amd,Hong Kong,HK,24GB GDDR6 | Trùm Cuối Card Đồ Họa AMD,PCIe 4.0 x16,420,Manual curated sheet,,MANUAL,,,,,92,420,82,78,84,55,8,"{""raw_key_specs"":""24GB GDDR6 | Trùm Cuối Card Đồ Họa AMD"",""socket_slot"":""PCIe 4.0 x16"",""power_watts"":420,""vram_gb"":24,""memory_type"":""GDDR6"",""slot_interface"":""PCIe 4.0 x16""}","{""base_performance_score"":92,""base_power_watts"":420,""base_heat_score"":82,""base_reliability_score"":78,""used_demand_score"":84,""mining_popularity_score"":55,""depreciation_rate"":8}",,
GPU,GPU,PowerColor,powercolor,Hellhound RX 7800 XT,PowerColor Hellhound RX 7800 XT,powercolor-hellhound-rx-7800-xt,amd,Đài Loan,TW,16GB GDDR6 | Đèn LED Xanh Sương Mù,PCIe 4.0 x16,263,Manual curated sheet,,MANUAL,,,,,80,263,72,78,80,45,8,"{""raw_key_specs"":""16GB GDDR6 | Đèn LED Xanh Sương Mù"",""socket_slot"":""PCIe 4.0 x16"",""power_watts"":263,""vram_gb"":16,""memory_type"":""GDDR6"",""slot_interface"":""PCIe 4.0 x16""}","{""base_performance_score"":80,""base_power_watts"":263,""base_heat_score"":72,""base_reliability_score"":78,""used_demand_score"":80,""mining_popularity_score"":45,""depreciation_rate"":8}",,
GPU,GPU,XFX,xfx,Speedster MERC310 RX 7900 XT,XFX Speedster MERC310 RX 7900 XT,xfx-speedster-merc310-rx-7900-xt,amd,Mỹ,US,20GB GDDR6 | Thiết Kế Dài Hầm Hố Đậm Chất Mỹ,PCIe 4.0 x16,315,Manual curated sheet,,MANUAL,,,,,85,315,75,78,78,50,8,"{""raw_key_specs"":""20GB GDDR6 | Thiết Kế Dài Hầm Hố Đậm Chất Mỹ"",""socket_slot"":""PCIe 4.0 x16"",""power_watts"":315,""vram_gb"":20,""memory_type"":""GDDR6"",""slot_interface"":""PCIe 4.0 x16""}","{""base_performance_score"":85,""base_power_watts"":315,""base_heat_score"":75,""base_reliability_score"":78,""used_demand_score"":78,""mining_popularity_score"":50,""depreciation_rate"":8}",,
GPU,GPU,Palit,palit,RTX 4060 Dual,Palit RTX 4060 Dual,palit-rtx-4060-dual,nvidia,Đài Loan,TW,8GB GDDR6 | Card Giá Tốt Phổ Biến Tại Châu Âu,PCIe 4.0 x8,115,Manual curated sheet,,MANUAL,,,,,58,115,35,78,78,25,8,"{""raw_key_specs"":""8GB GDDR6 | Card Giá Tốt Phổ Biến Tại Châu Âu"",""socket_slot"":""PCIe 4.0 x8"",""power_watts"":115,""vram_gb"":8,""memory_type"":""GDDR6"",""slot_interface"":""PCIe 4.0 x8""}","{""base_performance_score"":58,""base_power_watts"":115,""base_heat_score"":35,""base_reliability_score"":78,""used_demand_score"":78,""mining_popularity_score"":25,""depreciation_rate"":8}",,
GPU,GPU,Gainward,gainward,RTX 4070 Ghost,Gainward RTX 4070 Ghost,gainward-rtx-4070-ghost,nvidia,Đài Loan,TW,12GB GDDR6X | Thiết Kế Đen Tuyền Không Đèn LED,PCIe 4.0 x16,200,Manual curated sheet,,MANUAL,,,,,78,200,60,78,80,40,8,"{""raw_key_specs"":""12GB GDDR6X | Thiết Kế Đen Tuyền Không Đèn LED"",""socket_slot"":""PCIe 4.0 x16"",""power_watts"":200,""vram_gb"":12,""memory_type"":""GDDR6X"",""slot_interface"":""PCIe 4.0 x16""}","{""base_performance_score"":78,""base_power_watts"":200,""base_heat_score"":60,""base_reliability_score"":78,""used_demand_score"":80,""mining_popularity_score"":40,""depreciation_rate"":8}",,
GPU,GPU,Afox,afox,GTX 1050 Ti 4GB,Afox GTX 1050 Ti 4GB,afox-gtx-1050-ti-4gb,nvidia,Hong Kong,HK,4GB GDDR5 | Card Cỏ Lắp Máy Mượt LoL/Fifa,PCIe 3.0 x16,75,Manual curated sheet,,MANUAL,,,,,25,75,25,60,65,3,13,"{""raw_key_specs"":""4GB GDDR5 | Card Cỏ Lắp Máy Mượt LoL/Fifa"",""socket_slot"":""PCIe 3.0 x16"",""power_watts"":75,""vram_gb"":4,""memory_type"":""GDDR5"",""slot_interface"":""PCIe 3.0 x16""}","{""base_performance_score"":25,""base_power_watts"":75,""base_heat_score"":25,""base_reliability_score"":60,""used_demand_score"":65,""mining_popularity_score"":3,""depreciation_rate"":13}",,
GPU,GPU,MLLSE,mllse,AMD Radeon RX 550 4GB,MLLSE AMD Radeon RX 550 4GB,mllse-amd-radeon-rx-550-4gb,amd,Trung Quốc,CN,4GB GDDR5 | Card Xuất Hình Giá Siêu Rẻ Shopee,PCIe 3.0 x8,50,Manual curated sheet,,MANUAL,,,,,18,50,22,60,50,2,13,"{""raw_key_specs"":""4GB GDDR5 | Card Xuất Hình Giá Siêu Rẻ Shopee"",""socket_slot"":""PCIe 3.0 x8"",""power_watts"":50,""vram_gb"":4,""memory_type"":""GDDR5"",""slot_interface"":""PCIe 3.0 x8""}","{""base_performance_score"":18,""base_power_watts"":50,""base_heat_score"":22,""base_reliability_score"":60,""used_demand_score"":50,""mining_popularity_score"":2,""depreciation_rate"":13}",,
Mainboard,MOTHERBOARD,ASUS,asus,ROG STRIX B760-A GAMING WIFI,ASUS ROG STRIX B760-A GAMING WIFI,asus-rog-strix-b760-a-gaming-wifi,intel,Đài Loan,TW,Chipset B760 | ATX | Tông Trắng Bạc,LGA1700 (DDR5),0,Manual curated sheet,,MANUAL,,,,,65,0,25,88,65,0,10,"{""raw_key_specs"":""Chipset B760 | ATX | Tông Trắng Bạc"",""socket_slot"":""LGA1700 (DDR5)"",""power_watts"":0,""chipset"":""B760"",""form_factor"":""ATX"",""socket"":""LGA1700"",""memory_type"":""DDR5""}","{""base_performance_score"":65,""base_power_watts"":0,""base_heat_score"":25,""base_reliability_score"":88,""used_demand_score"":65,""mining_popularity_score"":0,""depreciation_rate"":10}",,
Mainboard,MOTHERBOARD,ASUS,asus,PRIME H610M-K,ASUS PRIME H610M-K,asus-prime-h610m-k,intel,Đài Loan,TW,Chipset H610 | M-ATX | Mainboard Văn Phòng Quốc Dân,LGA1700 (DDR4),0,Manual curated sheet,,MANUAL,,,,,40,0,25,88,65,0,10,"{""raw_key_specs"":""Chipset H610 | M-ATX | Mainboard Văn Phòng Quốc Dân"",""socket_slot"":""LGA1700 (DDR4)"",""power_watts"":0,""chipset"":""H610"",""form_factor"":""M-ATX"",""socket"":""LGA1700"",""memory_type"":""DDR4""}","{""base_performance_score"":40,""base_power_watts"":0,""base_heat_score"":25,""base_reliability_score"":88,""used_demand_score"":65,""mining_popularity_score"":0,""depreciation_rate"":10}",,
Mainboard,MOTHERBOARD,MSI,msi,PRO B760M-E,MSI PRO B760M-E,msi-pro-b760m-e,intel,Đài Loan,TW,Chipset B760 | M-ATX | Cấu Hình Tối Giản Giá Rẻ,LGA1700 (DDR4),0,Manual curated sheet,,MANUAL,,,,,65,0,25,88,65,0,10,"{""raw_key_specs"":""Chipset B760 | M-ATX | Cấu Hình Tối Giản Giá Rẻ"",""socket_slot"":""LGA1700 (DDR4)"",""power_watts"":0,""chipset"":""B760"",""form_factor"":""M-ATX"",""socket"":""LGA1700"",""memory_type"":""DDR4""}","{""base_performance_score"":65,""base_power_watts"":0,""base_heat_score"":25,""base_reliability_score"":88,""used_demand_score"":65,""mining_popularity_score"":0,""depreciation_rate"":10}",,
